Id,Label,timeset,latitude,longitude,lonlat
1609,,,38.329684171517485,-85.6664814468968,"(-85.6664814468968, 38.329684171517485)"
1416,,,48.53582804230874,-110.35544674198098,"(-110.35544674198098, 48.53582804230874)"
1134,,,39.32832687590182,-81.3389702114894,"(-81.3389702114894, 39.32832687590182)"
1531,,,31.96278055828204,-81.56235158935377,"(-81.56235158935377, 31.96278055828204)"
1610,,,36.444139870811775,-87.87869360966727,"(-87.87869360966727, 36.444139870811775)"
1451,,,36.14952865813949,-97.27975404958757,"(-97.27975404958757, 36.14952865813949)"
1534,,,35.014483276672216,-77.73953008064134,"(-77.73953008064134, 35.014483276672216)"
1138,,,44.423279665326426,-73.7490314351742,"(-73.7490314351742, 44.423279665326426)"
1139,,,36.11493301612456,-86.03187788248034,"(-86.03187788248034, 36.11493301612456)"
1301,,,44.96629755153015,-104.8810907719489,"(-104.8810907719489, 44.96629755153015)"
1140,,,46.26617504490854,-102.2515640230771,"(-102.2515640230771, 46.26617504490854)"
1332,,,46.73532015831954,-67.9718472918064,"(-67.9718472918064, 46.73532015831954)"
1345,,,40.47839767113314,-104.9082660867581,"(-104.9082660867581, 40.47839767113314)"
1361,,,35.55844441844243,-106.38510977679938,"(-106.38510977679938, 35.55844441844243)"
1458,,,46.59234629340493,-106.01399029613644,"(-106.01399029613644, 46.59234629340493)"
1486,,,37.31440077940089,-85.83164479592357,"(-85.83164479592357, 37.31440077940089)"
1619,,,42.00657760657295,-113.54438323254877,"(-113.54438323254877, 42.00657760657295)"
1620,,,44.49087852707311,-84.46144512086673,"(-84.46144512086673, 44.49087852707311)"
1142,,,33.44966389598608,-115.5810136772294,"(-115.5810136772294, 33.44966389598608)"
1141,,,48.429377281694684,-99.00956382283655,"(-99.00956382283655, 48.429377281694684)"
1474,,,48.83609907580005,-117.95225110648343,"(-117.95225110648343, 48.83609907580005)"
1874,,,36.93820196391992,-104.21937096082544,"(-104.21937096082544, 36.93820196391992)"
1434,,,47.592043203381124,-123.80743406771961,"(-123.80743406771961, 47.592043203381124)"
1622,,,38.09099722450062,-108.48265925918477,"(-108.48265925918477, 38.09099722450062)"
1222,,,37.46985262275492,-87.26191384192845,"(-87.26191384192845, 37.46985262275492)"
1144,,,31.152261916844807,-100.08232367441941,"(-100.08232367441941, 31.152261916844807)"
1491,,,41.737277487178815,-94.82619595271288,"(-94.82619595271288, 41.737277487178815)"
1955,,,40.173200958011655,-95.8464946184125,"(-95.8464946184125, 40.173200958011655)"
1148,,,44.873404992009085,-114.80127272112546,"(-114.80127272112546, 44.873404992009085)"
1146,,,31.080281513257997,-103.81156346135964,"(-103.81156346135964, 31.080281513257997)"
1147,,,28.264909507149905,-82.13564007528313,"(-82.13564007528313, 28.264909507149905)"
1207,,,45.747510519254426,-84.88061040293789,"(-84.88061040293789, 45.747510519254426)"
2063,,,32.640462754474704,-100.3595514869736,"(-100.3595514869736, 32.640462754474704)"
2064,,,36.92147342150991,-81.4961226073241,"(-81.4961226073241, 36.92147342150991)"
1167,,,29.200717379400327,-81.03860130574151,"(-81.03860130574151, 29.200717379400327)"
1340,,,41.5032843915302,-118.92406952167948,"(-118.92406952167948, 41.5032843915302)"
1452,,,42.057237479774905,-96.01629386619658,"(-96.01629386619658, 42.057237479774905)"
1150,,,29.404105525046514,-90.89477062201675,"(-90.89477062201675, 29.404105525046514)"
1149,,,32.939698302107765,-109.71169289648941,"(-109.71169289648941, 32.939698302107765)"
1696,,,36.73604727814528,-83.37936403878928,"(-83.37936403878928, 36.73604727814528)"
1283,,,46.03064923412485,-84.854303632481,"(-84.854303632481, 46.03064923412485)"
1335,,,47.25070969711541,-101.88341623897955,"(-101.88341623897955, 47.25070969711541)"
1151,,,30.50902694660708,-100.56140423661405,"(-100.56140423661405, 30.50902694660708)"
1356,,,38.846970226720615,-98.14459774258776,"(-98.14459774258776, 38.846970226720615)"
1473,,,48.481977887326565,-93.99449233091806,"(-93.99449233091806, 48.481977887326565)"
1489,,,44.455110066264865,-121.96257663773338,"(-121.96257663773338, 44.455110066264865)"
1170,,,35.348557931250454,-98.88050104590461,"(-98.88050104590461, 35.348557931250454)"
1152,,,38.684175780421,-101.63258783694971,"(-101.63258783694971, 38.684175780421)"
1357,,,41.30369033222549,-97.27645509671433,"(-97.27645509671433, 41.30369033222549)"
1484,,,37.73754918093492,-107.59036580313959,"(-107.59036580313959, 37.73754918093492)"
1405,,,45.26187498114484,-92.9027228300545,"(-92.9027228300545, 45.26187498114484)"
1153,,,32.67444403672597,-91.40806758634123,"(-91.40806758634123, 32.67444403672597)"
1730,,,35.46249414510692,-115.44815512642101,"(-115.44815512642101, 35.46249414510692)"
1156,,,42.07357006319711,-74.08827150595326,"(-74.08827150595326, 42.07357006319711)"
1155,,,44.27443581648762,-106.47506459929075,"(-106.47506459929075, 44.27443581648762)"
1774,,,38.77712163173727,-97.18838729699978,"(-97.18838729699978, 38.77712163173727)"
1971,,,36.24823925130523,-115.41970600728058,"(-115.41970600728058, 36.24823925130523)"
1161,,,41.42312988460044,-105.43948018978698,"(-105.43948018978698, 41.42312988460044)"
1221,,,34.1229564868449,-106.6995546120539,"(-106.6995546120539, 34.1229564868449)"
1260,,,31.050858773672992,-90.15653322719649,"(-90.15653322719649, 31.050858773672992)"
1326,,,39.36628462289026,-105.25689237723684,"(-105.25689237723684, 39.36628462289026)"
1157,,,46.3761736961648,-104.09586194995492,"(-104.09586194995492, 46.3761736961648)"
1736,,,47.13162727266838,-124.00582024396729,"(-124.00582024396729, 47.13162727266838)"
1749,,,45.19050514741326,-96.90373690964508,"(-96.90373690964508, 45.19050514741326)"
1158,,,38.633277693334556,-98.03933037461931,"(-98.03933037461931, 38.633277693334556)"
1505,,,40.95739420217037,-102.49063478428536,"(-102.49063478428536, 40.95739420217037)"
1684,,,44.96215898301004,-113.85093782551007,"(-113.85093782551007, 44.96215898301004)"
1770,,,30.799031859215738,-102.8464396536299,"(-102.8464396536299, 30.799031859215738)"
1322,,,48.54001889135706,-103.42505578887915,"(-103.42505578887915, 48.54001889135706)"
2092,,,41.0161754303457,-77.09658984465217,"(-77.09658984465217, 41.0161754303457)"
1501,,,43.38784226364706,-83.63745992492957,"(-83.63745992492957, 43.38784226364706)"
1162,,,41.29132697142475,-73.15804510368937,"(-73.15804510368937, 41.29132697142475)"
1241,,,42.684539297603635,-98.23354160229448,"(-98.23354160229448, 42.684539297603635)"
1517,,,40.60796202177244,-110.01250971045357,"(-110.01250971045357, 40.60796202177244)"
1641,,,38.04772110045464,-115.1333165732117,"(-115.1333165732117, 38.04772110045464)"
1299,,,32.634289652717804,-107.7361458770667,"(-107.7361458770667, 32.634289652717804)"
1435,,,44.74053010849539,-105.39712595996812,"(-105.39712595996812, 44.74053010849539)"
1164,,,42.781344547675644,-93.18118329869698,"(-93.18118329869698, 42.781344547675644)"
1865,,,41.224574103679416,-121.64662243550232,"(-121.64662243550232, 41.224574103679416)"
2184,,,42.38534259891448,-107.39014949409756,"(-107.39014949409756, 42.38534259891448)"
2189,,,45.450661622492085,-105.6051409420792,"(-105.6051409420792, 45.450661622492085)"
1777,,,40.51446495411095,-87.69661741943334,"(-87.69661741943334, 40.51446495411095)"
1853,,,35.51187124184631,-100.14981622800268,"(-100.14981622800268, 35.51187124184631)"
2015,,,44.848926393661415,-89.56785921966869,"(-89.56785921966869, 44.848926393661415)"
1168,,,36.660516662750524,-114.27949900157407,"(-114.27949900157407, 36.660516662750524)"
1413,,,48.45257297930491,-110.47109705240337,"(-110.47109705240337, 48.45257297930491)"
1438,,,43.19425346592409,-92.85171724453778,"(-92.85171724453778, 43.19425346592409)"
1646,,,36.543905958408246,-110.48804840726307,"(-110.48804840726307, 36.543905958408246)"
1541,,,35.30081074887214,-85.36842902626842,"(-85.36842902626842, 35.30081074887214)"
1169,,,28.491239049843912,-98.89798107158303,"(-98.89798107158303, 28.491239049843912)"
1403,,,44.354321729053694,-120.18314605804704,"(-120.18314605804704, 44.354321729053694)"
1171,,,45.38082136325434,-88.67100271949477,"(-88.67100271949477, 45.38082136325434)"
1175,,,42.97574506712014,-85.09017689382276,"(-85.09017689382276, 42.97574506712014)"
1309,,,36.52161146113246,-85.17687514537295,"(-85.17687514537295, 36.52161146113246)"
2180,,,30.16287327056173,-99.01226355742261,"(-99.01226355742261, 30.16287327056173)"
1172,,,36.371661239191894,-87.68719669944969,"(-87.68719669944969, 36.371661239191894)"
1468,,,42.78635201427115,-100.3726820329845,"(-100.3726820329845, 42.78635201427115)"
1173,,,31.18821109919439,-98.05388673112185,"(-98.05388673112185, 31.18821109919439)"
1487,,,45.76010203485086,-87.87957558720568,"(-87.87957558720568, 45.76010203485086)"
1649,,,45.74376566606716,-90.78295357571076,"(-90.78295357571076, 45.74376566606716)"
1184,,,46.4188488325408,-92.25169738546005,"(-92.25169738546005, 46.4188488325408)"
1174,,,38.9317256724096,-87.57234644512761,"(-87.57234644512761, 38.9317256724096)"
1518,,,32.778360172064154,-110.35738089172399,"(-110.35738089172399, 32.778360172064154)"
1467,,,36.09168583314954,-91.52333400196952,"(-91.52333400196952, 36.09168583314954)"
1265,,,36.635219318724204,-96.18379555509719,"(-96.18379555509719, 36.635219318724204)"
1387,,,34.30579625703579,-89.5570922026082,"(-89.5570922026082, 34.30579625703579)"
1735,,,43.23167000661245,-75.91777737207424,"(-75.91777737207424, 43.23167000661245)"
1181,,,44.019321552665716,-87.83286083831493,"(-87.83286083831493, 44.019321552665716)"
2164,,,38.27738114095673,-83.90951787680285,"(-83.90951787680285, 38.27738114095673)"
1190,,,43.11168171109925,-85.92113891745402,"(-85.92113891745402, 43.11168171109925)"
1182,,,46.86539271471416,-98.75873630250028,"(-98.75873630250028, 46.86539271471416)"
1398,,,35.79842992975269,-95.21739369680546,"(-95.21739369680546, 35.79842992975269)"
2447,,,45.57558706282809,-88.06327562983448,"(-88.06327562983448, 45.57558706282809)"
1185,,,38.12440204158613,-77.60996748140855,"(-77.60996748140855, 38.12440204158613)"
1949,,,37.05690366517746,-95.61145059510628,"(-95.61145059510628, 37.05690366517746)"
1186,,,37.593934792187056,-84.30066276648279,"(-84.30066276648279, 37.593934792187056)"
2050,,,47.16558372463004,-94.50150349849353,"(-94.50150349849353, 47.16558372463004)"
2075,,,40.01815800892692,-112.61895586626024,"(-112.61895586626024, 40.01815800892692)"
1188,,,40.86442883506275,-80.94523260549914,"(-80.94523260549914, 40.86442883506275)"
1234,,,38.91690724672915,-104.08840804394453,"(-104.08840804394453, 38.91690724672915)"
1845,,,46.030453535982716,-110.72300071750541,"(-110.72300071750541, 46.030453535982716)"
1246,,,36.79564609376045,-104.69260287130885,"(-104.69260287130885, 36.79564609376045)"
1407,,,43.694541380159954,-94.73564055140623,"(-94.73564055140623, 43.694541380159954)"
1528,,,43.83620209983208,-93.70750874219254,"(-93.70750874219254, 43.83620209983208)"
1195,,,35.47830787639305,-77.14336751971186,"(-77.14336751971186, 35.47830787639305)"
1194,,,40.19903692624354,-108.64466690693098,"(-108.64466690693098, 40.19903692624354)"
1678,,,34.41395092677486,-97.54651852112238,"(-97.54651852112238, 34.41395092677486)"
1521,,,37.191762003662106,-119.87787581066331,"(-119.87787581066331, 37.191762003662106)"
1349,,,41.621277359132236,-75.85746461950352,"(-75.85746461950352, 41.621277359132236)"
1198,,,34.34654283450077,-91.02608863992737,"(-91.02608863992737, 34.34654283450077)"
1512,,,44.7913073228527,-114.04731982566327,"(-114.04731982566327, 44.7913073228527)"
1200,,,29.404024185530343,-98.45322655895393,"(-98.45322655895393, 29.404024185530343)"
1199,,,43.74796398647713,-88.81974467258149,"(-88.81974467258149, 43.74796398647713)"
1348,,,43.38066700514007,-74.25232620077674,"(-74.25232620077674, 43.38066700514007)"
1891,,,39.37576517764539,-97.59029069472075,"(-97.59029069472075, 39.37576517764539)"
1892,,,29.178055304591208,-95.33191779668232,"(-95.33191779668232, 29.178055304591208)"
1203,,,45.57913884689692,-101.74448286556571,"(-101.74448286556571, 45.57913884689692)"
1202,,,32.73927644297625,-81.7186328255018,"(-81.7186328255018, 32.73927644297625)"
1204,,,34.084016109689344,-92.37119249189348,"(-92.37119249189348, 34.084016109689344)"
1364,,,35.88059844127699,-86.30680273142974,"(-86.30680273142974, 35.88059844127699)"
1253,,,41.05150241735612,-101.27049112997523,"(-101.27049112997523, 41.05150241735612)"
1290,,,47.584315274375584,-111.84347157388599,"(-111.84347157388599, 47.584315274375584)"
1205,,,45.044949391160046,-96.10386803033356,"(-96.10386803033356, 45.044949391160046)"
1449,,,40.691488877848386,-112.66325344878499,"(-112.66325344878499, 40.691488877848386)"
2086,,,31.58344454235387,-88.01403325767822,"(-88.01403325767822, 31.58344454235387)"
1206,,,47.16509626231378,-115.41190586028927,"(-115.41190586028927, 47.16509626231378)"
1359,,,47.23915799635181,-104.50444429764164,"(-104.50444429764164, 47.23915799635181)"
1705,,,47.81083159988361,-119.26822525560955,"(-119.26822525560955, 47.81083159988361)"
1866,,,42.95453338814204,-110.43728343441626,"(-110.43728343441626, 42.95453338814204)"
1989,,,44.54210976281298,-69.05635171991077,"(-69.05635171991077, 44.54210976281298)"
2037,,,36.29202811596515,-115.75466526484058,"(-115.75466526484058, 36.29202811596515)"
1441,,,36.15926748935933,-116.16085294806062,"(-116.16085294806062, 36.15926748935933)"
1794,,,41.9298301758934,-94.12313029192983,"(-94.12313029192983, 41.9298301758934)"
1209,,,38.07770200212778,-109.12096097709468,"(-109.12096097709468, 38.07770200212778)"
1679,,,35.072064512706476,-99.00836503148558,"(-99.00836503148558, 35.072064512706476)"
1211,,,44.59912437353963,-123.06575897472443,"(-123.06575897472443, 44.59912437353963)"
1536,,,39.050139776725175,-81.60751399664507,"(-81.60751399664507, 39.050139776725175)"
2076,,,45.88498527395522,-113.15138340636078,"(-113.15138340636078, 45.88498527395522)"
1213,,,40.84410000156963,-80.16846761330314,"(-80.16846761330314, 40.84410000156963)"
1212,,,44.81229780459451,-103.31280186933276,"(-103.31280186933276, 44.81229780459451)"
1346,,,35.81645341112068,-102.37091384732368,"(-102.37091384732368, 35.81645341112068)"
1215,,,46.39516270178699,-92.9970097510308,"(-92.9970097510308, 46.39516270178699)"
1425,,,48.98493650771798,-117.36956462113281,"(-117.36956462113281, 48.98493650771798)"
1247,,,31.67821687302696,-88.87334008269826,"(-88.87334008269826, 31.67821687302696)"
1218,,,45.84152012502939,-119.38804417286896,"(-119.38804417286896, 45.84152012502939)"
1385,,,41.27357049534288,-94.04507446942617,"(-94.04507446942617, 41.27357049534288)"
1450,,,46.67218205788492,-113.45935110600628,"(-113.45935110600628, 46.67218205788492)"
1687,,,48.2489646681544,-108.30253000522937,"(-108.30253000522937, 48.2489646681544)"
1219,,,42.46844963637028,-89.85315019805583,"(-89.85315019805583, 42.46844963637028)"
1417,,,43.94604202447107,-114.60038826665186,"(-114.60038826665186, 43.94604202447107)"
1689,,,44.52446774676217,-119.77588875584478,"(-119.77588875584478, 44.52446774676217)"
1767,,,44.94882063566946,-97.87738181164906,"(-97.87738181164906, 44.94882063566946)"
1912,,,36.05850283588248,-92.12025762061303,"(-92.12025762061303, 36.05850283588248)"
1251,,,32.07471437350939,-85.89510685894732,"(-85.89510685894732, 32.07471437350939)"
1292,,,40.831699592845766,-92.10895630029779,"(-92.10895630029779, 40.831699592845766)"
1254,,,37.2991626540477,-93.27701533314286,"(-93.27701533314286, 37.2991626540477)"
1524,,,38.46224723812048,-80.57523891833323,"(-80.57523891833323, 38.46224723812048)"
1225,,,34.4127559632325,-100.08416719138381,"(-100.08416719138381, 34.4127559632325)"
1262,,,41.90522287721524,-112.47010214868337,"(-112.47010214868337, 41.90522287721524)"
1432,,,47.525364530528066,-123.01060507999559,"(-123.01060507999559, 47.525364530528066)"
1594,,,38.26452329391189,-111.96745900048225,"(-111.96745900048225, 38.26452329391189)"
1647,,,44.41290073723425,-75.58779721366099,"(-75.58779721366099, 44.41290073723425)"
1727,,,42.67576665500134,-95.14967197923572,"(-95.14967197923572, 42.67576665500134)"
1746,,,44.175256312535566,-110.30210544839967,"(-110.30210544839967, 44.175256312535566)"
1799,,,42.13830187920655,-112.77477770866612,"(-112.77477770866612, 42.13830187920655)"
2194,,,39.5333282252153,-91.90821052175406,"(-91.90821052175406, 39.5333282252153)"
1709,,,32.259942577385104,-85.7081156816172,"(-85.7081156816172, 32.259942577385104)"
1231,,,43.00924594195345,-76.77232270065012,"(-76.77232270065012, 43.00924594195345)"
1229,,,43.65178059113246,-120.88400734882032,"(-120.88400734882032, 43.65178059113246)"
1239,,,46.18276166034684,-91.3463034352308,"(-91.3463034352308, 46.18276166034684)"
1232,,,45.00001916344655,-103.1992031277363,"(-103.1992031277363, 45.00001916344655)"
1233,,,43.60747529728826,-109.2446546172568,"(-109.2446546172568, 43.60747529728826)"
1236,,,37.43642995322871,-109.05131955579849,"(-109.05131955579849, 37.43642995322871)"
1235,,,38.541297303978176,-116.74123075618866,"(-116.74123075618866, 38.541297303978176)"
1577,,,36.87263069742717,-97.51302302511354,"(-97.51302302511354, 36.87263069742717)"
1723,,,41.45572803691755,-82.70250215447852,"(-82.70250215447852, 41.45572803691755)"
1902,,,40.87985338313416,-74.15991717776313,"(-74.15991717776313, 40.87985338313416)"
1237,,,47.88836030898948,-118.41268704692469,"(-118.41268704692469, 47.88836030898948)"
1238,,,39.571111961717776,-107.51469992488157,"(-107.51469992488157, 39.571111961717776)"
1532,,,41.99379049652352,-99.54871857317924,"(-99.54871857317924, 41.99379049652352)"
1329,,,44.01636408587029,-97.26380196690059,"(-97.26380196690059, 44.01636408587029)"
1483,,,43.53248709713924,-99.52498906553005,"(-99.52498906553005, 43.53248709713924)"
1355,,,38.63770834015269,-116.75520273146914,"(-116.75520273146914, 38.63770834015269)"
1291,,,37.015350675787936,-120.34543492554363,"(-120.34543492554363, 37.015350675787936)"
1725,,,34.518281638685096,-77.74422275892533,"(-77.74422275892533, 34.518281638685096)"
1726,,,37.7650566094306,-110.63594322906474,"(-110.63594322906474, 37.7650566094306)"
1995,,,33.659672592269885,-97.16837887185903,"(-97.16837887185903, 33.659672592269885)"
1383,,,42.876397094465226,-107.41397585975697,"(-107.41397585975697, 42.876397094465226)"
1423,,,37.12201474664528,-79.65350161627941,"(-79.65350161627941, 37.12201474664528)"
1507,,,36.44394916639763,-84.93355405325873,"(-84.93355405325873, 36.44394916639763)"
1245,,,38.8313072805487,-96.30552167753793,"(-96.30552167753793, 38.8313072805487)"
1384,,,43.76841027625784,-98.51054369315258,"(-98.51054369315258, 43.76841027625784)"
1913,,,41.34421637400118,-91.09626134233547,"(-91.09626134233547, 41.34421637400118)"
1256,,,30.778503318927918,-99.12745038853504,"(-99.12745038853504, 30.778503318927918)"
1289,,,46.38252853500942,-87.47791044497288,"(-87.47791044497288, 46.38252853500942)"
1250,,,41.23939532755388,-92.60207180938335,"(-92.60207180938335, 41.23939532755388)"
1389,,,46.35024757751625,-112.93525584948134,"(-112.93525584948134, 46.35024757751625)"
1252,,,41.41895528080293,-118.91771667267425,"(-118.91771667267425, 41.41895528080293)"
1304,,,46.69370377574164,-98.31114808473725,"(-98.31114808473725, 46.69370377574164)"
1570,,,48.02435913440473,-107.73346421895363,"(-107.73346421895363, 48.02435913440473)"
1255,,,38.36690007687382,-75.89515755771154,"(-75.89515755771154, 38.36690007687382)"
1762,,,43.89850737290656,-92.92712180604119,"(-92.92712180604119, 43.89850737290656)"
1798,,,38.77423777563382,-89.51486921208951,"(-89.51486921208951, 38.77423777563382)"
1763,,,44.78538521659084,-99.80299107904237,"(-99.80299107904237, 44.78538521659084)"
1258,,,36.30021349582657,-96.23370710039917,"(-96.23370710039917, 36.30021349582657)"
1992,,,40.718332404138266,-94.6767858283859,"(-94.6767858283859, 40.718332404138266)"
1259,,,35.811924465970954,-112.05229514055134,"(-112.05229514055134, 35.811924465970954)"
1263,,,37.883132094799606,-104.74063827768605,"(-104.74063827768605, 37.883132094799606)"
1261,,,41.15431711129479,-123.34752161217651,"(-123.34752161217651, 41.15431711129479)"
1264,,,37.975242867002635,-103.76559172696969,"(-103.76559172696969, 37.975242867002635)"
1266,,,34.64001546636595,-86.34374584583774,"(-86.34374584583774, 34.64001546636595)"
1268,,,27.685760746606007,-81.87052264521351,"(-81.87052264521351, 27.685760746606007)"
1410,,,30.912929760736596,-94.03353667887095,"(-94.03353667887095, 30.912929760736596)"
1472,,,46.400324743138015,-117.56767382872809,"(-117.56767382872809, 46.400324743138015)"
1776,,,43.32445596450086,-122.26098766696057,"(-122.26098766696057, 43.32445596450086)"
2182,,,48.120556113604614,-100.88748497360727,"(-100.88748497360727, 48.120556113604614)"
1373,,,43.0197784447698,-117.0062790525767,"(-117.0062790525767, 43.0197784447698)"
1271,,,34.5664443841063,-78.48925876675347,"(-78.48925876675347, 34.5664443841063)"
1270,,,45.53091844003542,-92.10646533450674,"(-92.10646533450674, 45.53091844003542)"
1634,,,45.32721476857691,-102.87403314930525,"(-102.87403314930525, 45.32721476857691)"
1273,,,40.3519889992565,-120.24690919386995,"(-120.24690919386995, 40.3519889992565)"
1272,,,37.355172944243414,-95.81309236550163,"(-95.81309236550163, 37.355172944243414)"
1274,,,46.592994163380254,-121.73140833429987,"(-121.73140833429987, 46.592994163380254)"
1569,,,37.49974418723251,-98.5198878982864,"(-98.5198878982864, 37.49974418723251)"
1586,,,44.295366828989614,-119.18198259887097,"(-119.18198259887097, 44.295366828989614)"
1626,,,45.98807039489678,-69.22118136089145,"(-69.22118136089145, 45.98807039489678)"
1928,,,34.71127105249581,-83.29935154039241,"(-83.29935154039241, 34.71127105249581)"
1307,,,46.131287849127304,-114.65911495392169,"(-114.65911495392169, 46.131287849127304)"
1278,,,36.7098342729643,-106.67704647235676,"(-106.67704647235676, 36.7098342729643)"
1352,,,34.995132911924244,-93.44585328684842,"(-93.44585328684842, 34.995132911924244)"
1466,,,44.946688477025305,-97.92199463864918,"(-97.92199463864918, 44.946688477025305)"
2203,,,42.56904365066274,-120.64880227939564,"(-120.64880227939564, 42.56904365066274)"
1279,,,36.46376127497829,-84.93991531417197,"(-84.93991531417197, 36.46376127497829)"
2120,,,48.7450687638927,-108.33978805160189,"(-108.33978805160189, 48.7450687638927)"
1281,,,38.55441710459546,-110.24629641664065,"(-110.24629641664065, 38.55441710459546)"
1523,,,37.852628248806056,-76.83299147998434,"(-76.83299147998434, 37.852628248806056)"
1786,,,35.68094412309446,-111.420782794341,"(-111.420782794341, 35.68094412309446)"
1282,,,27.338243351522415,-99.44440579188694,"(-99.44440579188694, 27.338243351522415)"
1701,,,33.75481133122715,-86.28334876035021,"(-86.28334876035021, 33.75481133122715)"
1377,,,46.350177450087614,-107.8825607047654,"(-107.8825607047654, 46.350177450087614)"
1284,,,37.55455352207552,-106.78181965772731,"(-106.78181965772731, 37.55455352207552)"
1526,,,43.795916056794375,-97.38424275117356,"(-97.38424275117356, 43.795916056794375)"
1835,,,47.66762363376605,-119.24087547162723,"(-119.24087547162723, 47.66762363376605)"
2141,,,45.427568384239194,-122.52019539687451,"(-122.52019539687451, 45.427568384239194)"
1286,,,46.43593836482332,-105.88349822651402,"(-105.88349822651402, 46.43593836482332)"
1535,,,31.74391454859779,-92.6980493740623,"(-92.6980493740623, 31.74391454859779)"
1800,,,46.014490031468206,-96.64604739698038,"(-96.64604739698038, 46.014490031468206)"
1287,,,26.99016096374096,-81.38097784082859,"(-81.38097784082859, 26.99016096374096)"
1288,,,31.944112482545425,-94.73970857803886,"(-94.73970857803886, 31.944112482545425)"
1801,,,37.58912253895828,-95.2638691699637,"(-95.2638691699637, 37.58912253895828)"
1934,,,34.23691770880707,-77.95904061538674,"(-77.95904061538674, 34.23691770880707)"
1409,,,45.86712337869179,-97.81851420917693,"(-97.81851420917693, 45.86712337869179)"
1803,,,34.655588897049256,-87.38250853563817,"(-87.38250853563817, 34.655588897049256)"
1994,,,41.06379129461247,-82.97662384004377,"(-82.97662384004377, 41.06379129461247)"
1294,,,47.35147015190296,-122.7791172668213,"(-122.7791172668213, 47.35147015190296)"
1293,,,39.99538587833492,-101.22295523452371,"(-101.22295523452371, 39.99538587833492)"
1296,,,35.05522358384073,-117.18802028044855,"(-117.18802028044855, 35.05522358384073)"
1350,,,37.823696289236665,-110.57402546056862,"(-110.57402546056862, 37.823696289236665)"
1426,,,29.353547053523954,-99.34390948143655,"(-99.34390948143655, 29.353547053523954)"
1629,,,35.699236201626285,-95.54263437118553,"(-95.54263437118553, 35.699236201626285)"
1298,,,46.989447923865086,-117.65108525151403,"(-117.65108525151403, 46.989447923865086)"
1302,,,33.91860095987884,-83.71636140466313,"(-83.71636140466313, 33.91860095987884)"
1562,,,45.174199890350806,-120.35689115413383,"(-120.35689115413383, 45.174199890350806)"
1805,,,32.5254198029344,-103.70361322492322,"(-103.70361322492322, 32.5254198029344)"
2158,,,45.066191679530704,-114.4504567434945,"(-114.4504567434945, 45.066191679530704)"
1807,,,35.52089027863733,-90.46954769384999,"(-90.46954769384999, 35.52089027863733)"
1303,,,41.00809656269321,-88.86792622563028,"(-88.86792622563028, 41.00809656269321)"
1305,,,45.88070816169534,-110.16396405531077,"(-110.16396405531077, 45.88070816169534)"
1433,,,47.7219443940721,-91.40454792691274,"(-91.40454792691274, 47.7219443940721)"
1812,,,43.77160502427239,-93.03788936206942,"(-93.03788936206942, 43.77160502427239)"
2060,,,32.37921118537346,-111.8390004443455,"(-111.8390004443455, 32.37921118537346)"
2594,,,47.658719947508104,-119.7551363307643,"(-119.7551363307643, 47.658719947508104)"
1310,,,41.81925488280784,-100.38287574042506,"(-100.38287574042506, 41.81925488280784)"
1316,,,47.169190638352305,-92.18196305794531,"(-92.18196305794531, 47.169190638352305)"
1814,,,42.776884033811136,-72.37220654427149,"(-72.37220654427149, 42.776884033811136)"
2138,,,36.327040440318605,-85.42823892369509,"(-85.42823892369509, 36.327040440318605)"
2185,,,38.70749480260315,-114.06241842880065,"(-114.06241842880065, 38.70749480260315)"
1540,,,34.092399923070225,-102.25194872702127,"(-102.25194872702127, 34.092399923070225)"
1312,,,36.464494851780586,-77.96462797872019,"(-77.96462797872019, 36.464494851780586)"
2036,,,36.579516585642146,-103.45478792874422,"(-103.45478792874422, 36.579516585642146)"
2191,,,39.94490919648322,-119.72050983122955,"(-119.72050983122955, 39.94490919648322)"
2192,,,46.28308836841997,-92.04566728132795,"(-92.04566728132795, 46.28308836841997)"
1443,,,31.56223077314164,-81.60557742607566,"(-81.60557742607566, 31.56223077314164)"
1315,,,39.95576752429265,-98.83913341086571,"(-98.83913341086571, 39.95576752429265)"
1816,,,39.97801937330473,-96.65689470783795,"(-96.65689470783795, 39.97801937330473)"
1817,,,41.70550792599957,-78.48949533337814,"(-78.48949533337814, 41.70550792599957)"
1406,,,38.17886070378869,-89.04192753138605,"(-89.04192753138605, 38.17886070378869)"
1819,,,34.28033967208246,-78.32726058988126,"(-78.32726058988126, 34.28033967208246)"
1319,,,46.70355408283552,-105.03458332422375,"(-105.03458332422375, 46.70355408283552)"
1318,,,34.445635377758535,-84.35812150308291,"(-84.35812150308291, 34.445635377758535)"
1440,,,46.25942582127453,-89.547908761726,"(-89.547908761726, 46.25942582127453)"
1320,,,43.0675229558976,-92.91103363436305,"(-92.91103363436305, 43.0675229558976)"
1527,,,48.21425505772157,-95.79721760216846,"(-95.79721760216846, 48.21425505772157)"
1412,,,36.47227404583414,-80.33087602394616,"(-80.33087602394616, 36.47227404583414)"
1321,,,33.693967768344514,-92.05724027247676,"(-92.05724027247676, 33.693967768344514)"
1522,,,39.88433700285728,-110.77941883753407,"(-110.77941883753407, 39.88433700285728)"
2156,,,40.65431687926011,-79.06221511668272,"(-79.06221511668272, 40.65431687926011)"
